id_transaksi,tanggal,nama_pelanggan,produk,kategori_produk,jumlah,harga_satuan,total_harga,diskon_persen,biaya_pengiriman,total_akhir,metode_pembayaran,kota,rating_pelanggan,status_pengiriman,channel_penjualan
377,2025-10-05,Fani,"Printer Canon",Elektronik,3,9224670,27674000,5,20416,26310700,Debit,Bandung,4.8,Selesai,Website
378,2025-10-29,Ahmad,"Shampo Pantene",Kecantikan,1,238640,238640,0,33081,271721,E-Wallet,Medan,3.6,Selesai,"Mobile App"
379,2025-10-25,Tia,"Kopi Bubuk 1kg",Groceries,4,19393,77572,5,29750,103443,COD,Medan,4.4,Selesai,"Mobile App"
380,2025-10-01,Siti,"Kamera Canon EOS",Elektronik,4,8437850,33751400,0,36327,33787700,Debit,Bekasi,4.3,Selesai,Marketplace
381,2025-10-07,Asep,"Bedak Maybelline",Kecantikan,5,154366,771830,0,30416,802246,"Kartu Kredit",Bali,4.1,Selesai,"Mobile App"
382,2025-10-23,Nando,"Laptop Asus",Elektronik,2,4394350,8788700,10,35547,7945370,E-Wallet,Bandung,3.7,Selesai,"Mobile App"
383,2025-10-11,Sari,"Speaker JBL",Elektronik,4,14460500,57842100,15,42923,49208700,"Kartu Kredit",Tangerang,4,Dibatalkan,Marketplace
384,2025-10-23,Eka,"Eyeliner Revlon",Kecantikan,4,231883,927532,5,16042,897197,"Kartu Kredit",Medan,3.9,Selesai,Marketplace
385,2025-10-16,Rahmat,"Bedak Maybelline",Kecantikan,1,51429,51429,0,35369,86798,COD,Tangerang,4.7,Pending,"Mobile App"
386,2025-10-08,Rahmat,"Parfum Dior",Kecantikan,4,282707,1130830,0,36871,1167700,"Kartu Kredit",Jakarta,4.3,Dibatalkan,"Mobile App"
387,2025-10-31,Edo,"Masker Naturgo",Kecantikan,1,245405,245405,10,38616,259480,Debit,Jakarta,3.9,Selesai,Marketplace
388,2025-10-30,Rian,"Tepung Terigu 1kg",Groceries,5,37929,189645,10,11426,182106,Debit,Bali,3.8,Selesai,Website
389,2025-10-21,Dewi,"Air Mineral 6L",Groceries,4,186733,746932,5,10486,720071,"Kartu Kredit",Depok,4.1,Selesai,Website
390,2025-10-13,Ahmad,"Kopi Bubuk 1kg",Groceries,2,165767,331534,0,30261,361795,Debit,Jakarta,4.3,Selesai,"Mobile App"
391,2025-10-31,Sari,"Blender Philips",Elektronik,1,7250000,7250000,5,49039,6936540,"Kartu Kredit",Depok,3.6,Selesai,"Mobile App"
392,2025-10-07,Mega,"Sweater Rajut",Fashion,1,66977,66977,10,21098,81377.3,Debit,Bali,3.7,Selesai,Website
393,2025-10-06,Desi,"Topi Baseball",Fashion,3,79110,237330,5,20594,246058,E-Wallet,Jakarta,3.6,Selesai,Website
394,2025-10-01,Wulan,"Eyeliner Revlon",Kecantikan,5,96132,480660,10,35084,467678,"Kartu Kredit",Bekasi,4.2,Selesai,Marketplace
395,2025-10-06,Asep,"Pasta Gigi",Groceries,1,105082,105082,0,21955,127037,Debit,Surabaya,4.6,Selesai,Marketplace
396,2025-10-20,Putri,"Shampo Pantene",Kecantikan,4,255754,1023020,5,47326,1019190,E-Wallet,Medan,4.1,Selesai,"Mobile App"
397,2025-10-06,Arif,"Sabun Muka Garnier",Kecantikan,1,260784,260784,0,32844,293628,COD,Bali,4.2,Selesai,"Mobile App"
398,2025-10-02,Rahmat,"Tepung Terigu 1kg",Groceries,2,252051,504102,5,31552,510449,"Kartu Kredit",Jakarta,4.8,Selesai,Marketplace
399,2025-10-10,Siti,"Masker Naturgo",Kecantikan,3,206236,618708,5,14829,602602,"Kartu Kredit",Bandung,3.9,Selesai,Marketplace
400,2025-10-12,Rina,"Sepatu Nike Air",Fashion,2,116696,233392,10,30000,240053,Debit,Medan,4.4,Selesai,Website
401,2025-10-21,Adit,"Minyak Goreng 2L",Groceries,4,275415,1101660,0,41058,1142720,COD,Tangerang,4,Selesai,Website
402,2025-10-06,Farah,"Lotion Vaseline",Kecantikan,2,225017,450034,0,44791,494825,Debit,Bekasi,4.3,Selesai,"Mobile App"
403,2025-10-12,Tono,"Jaket Hoodie",Fashion,5,146185,730925,15,45778,667064,E-Wallet,Bekasi,4.2,Dibatalkan,Marketplace
404,2025-10-18,Wulan,"Eyeliner Revlon",Kecantikan,5,131219,656095,5,12296,635586,E-Wallet,Jakarta,3.6,Selesai,Website
405,2025-10-24,Adit,"Headset Sony",Elektronik,4,11196900,44787500,10,25756,40334500,Debit,Medan,3.8,Selesai,"Mobile App"
406,2025-10-17,Farah,"Minyak Goreng 2L",Groceries,3,169607,508821,10,49022,506961,E-Wallet,Bali,4.5,Dibatalkan,"Mobile App"
407,2025-10-10,Eka,"Serum Wajah",Kecantikan,3,195313,585939,10,29342,556687,"Kartu Kredit",Bekasi,3.7,Pending,Marketplace
408,2025-10-23,Desi,"Masker Naturgo",Kecantikan,3,204562,613686,0,10666,624352,COD,Bali,3.8,Selesai,Website
409,2025-10-09,Ahmad,"Jaket Hoodie",Fashion,2,75403,150806,0,24200,175006,COD,Medan,4.2,Selesai,"Mobile App"
410,2025-10-12,Dewanto,"Hair Dryer Philips",Kecantikan,5,28503,142515,0,13919,156434,COD,Tangerang,4.7,Selesai,"Mobile App"
411,2025-10-29,Lusi,"Kipas Angin Miyako",Elektronik,1,11680100,11680100,10,10952,10523000,"Kartu Kredit",Medan,4.3,Selesai,"Mobile App"
412,2025-10-05,Anita,"Laptop Asus",Elektronik,1,6801010,6801010,10,32012,6152920,COD,Depok,3.6,Selesai,Marketplace
413,2025-10-15,Fani,"Kemeja Putih",Fashion,1,116313,116313,0,39841,156154,Debit,Bandung,4.9,Selesai,"Mobile App"
414,2025-10-18,Rahmat,"Beras 5kg",Groceries,3,119828,359484,10,24986,348522,"Kartu Kredit",Surabaya,3.7,Selesai,Marketplace
415,2025-10-07,Rifki,"Sepatu Nike Air",Fashion,1,83413,83413,5,28274,107516,E-Wallet,Tangerang,3.6,Selesai,"Mobile App"
416,2025-10-11,Rara,"Kopi Bubuk 1kg",Groceries,4,50169,200676,15,47258,217833,COD,Surabaya,3.8,Selesai,"Mobile App"
417,2025-10-06,Putra,"Laptop Asus",Elektronik,3,9212210,27636600,20,16690,22126000,E-Wallet,Medan,3.6,Selesai,Website
418,2025-10-20,Rifki,"Bedak Maybelline",Kecantikan,1,40110,40110,5,33246,71350.5,COD,Bali,4.6,Selesai,"Mobile App"
419,2025-10-24,Eka,"Gula Pasir 1kg",Groceries,3,283765,851295,5,26348,835078,Debit,Jakarta,3.6,Selesai,"Mobile App"
420,2025-10-13,Sari,"Celana Jeans",Fashion,3,85303,255909,0,20229,276138,"Kartu Kredit",Bandung,4.7,Selesai,"Mobile App"
421,2025-10-11,Ahmad,"TV Samsung 43 Inch",Elektronik,4,8529510,34118000,25,16028,25604500,E-Wallet,Jakarta,4.6,Selesai,"Mobile App"
422,2025-10-07,Rara,"Laptop Asus",Elektronik,5,2678640,13393200,5,33722,12757300,Debit,Tangerang,3.5,Dikirim,Website
423,2025-10-03,Lina,"Hair Dryer Philips",Kecantikan,2,228738,457476,10,41854,453582,COD,Surabaya,4.8,Dikirim,"Mobile App"
424,2025-10-21,Rizky,"Celana Jeans",Fashion,3,65922,197766,15,19834,187935,E-Wallet,Depok,4.8,Selesai,"Mobile App"
425,2025-10-17,Tono,"Eyeliner Revlon",Kecantikan,4,246189,984756,5,12352,947870,E-Wallet,Medan,4,Dibatalkan,"Mobile App"
426,2025-10-29,Yusuf,"Lotion Vaseline",Kecantikan,3,276004,828012,10,36442,781653,Debit,Bekasi,3.8,Pending,Website
427,2025-10-31,Citra,"Blender Philips",Elektronik,3,12098800,36296300,0,33124,36329400,COD,Tangerang,4.1,Selesai,Marketplace
428,2025-10-03,Siti,"Serum Wajah",Kecantikan,1,187450,187450,0,34939,222389,Debit,Bandung,3.6,Dikirim,"Mobile App"
429,2025-10-02,Bayu,"Smartwatch Xiaomi",Elektronik,1,8750320,8750320,10,41032,7916320,E-Wallet,Tangerang,3.6,Selesai,Website
430,2025-10-01,Yusuf,"Kamera Canon EOS",Elektronik,3,12705300,38116000,20,19529,30512400,Debit,Bandung,4.1,Pending,Website
431,2025-10-14,Ridwan,"Masker Naturgo",Kecantikan,2,261304,522608,10,30575,500922,"Kartu Kredit",Jakarta,4.7,Selesai,"Mobile App"
432,2025-10-03,Budi,"Pasta Gigi",Groceries,5,13760,68800,0,38793,107593,E-Wallet,Bali,4.2,Selesai,"Mobile App"
433,2025-10-10,Nadia,"Jaket Hoodie",Fashion,5,91461,457305,0,32100,489405,COD,Depok,4.6,Dikirim,"Mobile App"
434,2025-10-25,Nina,"Sepatu Nike Air",Fashion,3,289015,867045,5,18636,842329,E-Wallet,Bandung,4.2,Selesai,Website
435,2025-10-24,Miko,"Topi Baseball",Fashion,2,157664,315328,0,35659,350987,Debit,Bandung,4.7,Selesai,"Mobile App"
436,2025-10-26,Maya,"Masker Naturgo",Kecantikan,1,74647,74647,0,47775,122422,"Kartu Kredit",Jakarta,3.6,Selesai,"Mobile App"
437,2025-10-07,Tono,"Sabun Muka Garnier",Kecantikan,2,105030,210060,5,24613,224170,COD,Bandung,4.7,Dibatalkan,"Mobile App"
438,2025-10-06,Maya,"Tas Kulit",Fashion,3,129745,389235,0,11094,400329,E-Wallet,Bandung,4.4,Selesai,Marketplace
439,2025-10-02,Gina,"TV Samsung 43 Inch",Elektronik,4,10470500,41882000,10,24006,37717800,E-Wallet,Jakarta,4.6,Dikirim,"Mobile App"
440,2025-10-18,Dewi,"Sabun Cuci",Groceries,5,251238,1256190,5,20481,1213860,COD,Bekasi,4.1,Dikirim,Website
441,2025-10-23,Tari,"Kamera Canon EOS",Elektronik,4,7495100,29980400,5,32345,28513700,"Kartu Kredit",Medan,4,Dikirim,Website
442,2025-10-18,Yusuf,"Sweater Rajut",Fashion,4,211133,844532,5,16891,819196,COD,Jakarta,4.1,Dikirim,Website
443,2025-10-21,Anita,"Sabun Cuci",Groceries,5,259040,1295200,0,44599,1339800,E-Wallet,Depok,3.9,Selesai,"Mobile App"
444,2025-10-07,Adit,"Gula Pasir 1kg",Groceries,3,261236,783708,5,11634,756157,Debit,Medan,3.6,Selesai,"Mobile App"
445,2025-10-06,Rahmat,"Pasta Gigi",Groceries,2,213171,426342,0,38705,465047,COD,Bekasi,3.8,Selesai,"Mobile App"
446,2025-10-25,Gina,"Sabun Cuci",Groceries,2,77381,154762,15,47235,178783,COD,Bekasi,4.6,Dikirim,"Mobile App"
447,2025-10-31,Fani,"Shampo Pantene",Kecantikan,5,276920,1384600,5,23611,1338980,"Kartu Kredit",Medan,4.2,Dikirim,"Mobile App"
448,2025-10-15,Tia,"iPhone 15",Elektronik,1,13585300,13585300,0,49620,13634900,"Kartu Kredit",Depok,3.8,Selesai,"Mobile App"
449,2025-10-27,Arif,"Masker Naturgo",Kecantikan,1,122365,122365,0,24476,146841,Debit,Medan,3.8,Dibatalkan,"Mobile App"
450,2025-10-29,Dina,"Eyeliner Revlon",Kecantikan,2,181348,362696,0,27382,390078,"Kartu Kredit",Bandung,4.9,Dikirim,Website
451,2025-10-11,Wulan,"Lipstik Wardah",Kecantikan,3,36466,109398,0,26016,135414,"Kartu Kredit",Medan,3.7,Selesai,"Mobile App"
452,2025-10-08,Dina,"Kipas Angin Miyako",Elektronik,2,7662680,15325400,20,45594,12305900,COD,Bekasi,3.6,Pending,Marketplace
453,2025-10-20,Anita,"Bedak Maybelline",Kecantikan,5,278690,1393450,25,11217,1056300,COD,Depok,3.7,Selesai,"Mobile App"
454,2025-10-20,Nando,"Masker Naturgo",Kecantikan,1,284039,284039,20,35815,263046,COD,Jakarta,4.3,Dibatalkan,"Mobile App"
455,2025-10-01,Ahmad,"Sabun Cuci",Groceries,2,31506,63012,0,25327,88339,Debit,Tangerang,4.6,Selesai,"Mobile App"
456,2025-10-20,Hendra,"Minyak Goreng 2L",Groceries,5,254659,1273300,10,18253,1164220,COD,Depok,3.7,Selesai,Website
457,2025-10-02,Agus,"Beras 5kg",Groceries,4,14343,57372,5,10016,64519.4,Debit,Bandung,4.3,Dibatalkan,"Mobile App"
458,2025-10-06,Rian,"Sepatu Nike Air",Fashion,1,151521,151521,5,44536,188481,Debit,Jakarta,3.7,Selesai,"Mobile App"
459,2025-10-18,Mega,"Masker Naturgo",Kecantikan,1,170260,170260,15,43813,188534,COD,Bekasi,4.1,Selesai,"Mobile App"
460,2025-10-18,Maya,"Kipas Angin Miyako",Elektronik,3,13732800,41198400,10,23615,37102100,E-Wallet,Jakarta,3.5,Dikirim,Website
461,2025-10-14,Putra,"Minyak Goreng 2L",Groceries,2,97614,195228,20,15880,172062,COD,Depok,3.7,Dibatalkan,"Mobile App"
462,2025-10-13,Budi,"Beras 5kg",Groceries,1,12315,12315,10,11247,22330.5,"Kartu Kredit",Tangerang,4,Selesai,Marketplace
463,2025-10-27,Anita,"Smartwatch Xiaomi",Elektronik,1,1303250,1303250,5,37357,1275440,Debit,Surabaya,3.6,Dibatalkan,"Mobile App"
464,2025-10-26,Hendra,"iPhone 15",Elektronik,3,6999800,20999400,5,44266,19993700,"Kartu Kredit",Bali,3.6,Selesai,Website
465,2025-10-03,Dewanto,"Air Mineral 6L",Groceries,4,36375,145500,0,26275,171775,Debit,Jakarta,4.3,Dikirim,Website
466,2025-10-05,Rifki,"Susu UHT 1L",Groceries,5,260765,1303820,0,39512,1343340,"Kartu Kredit",Bandung,4.6,Selesai,Website
467,2025-10-28,Fani,"Topi Baseball",Fashion,5,221263,1106320,0,22956,1129270,Debit,Medan,4.5,Selesai,"Mobile App"
468,2025-10-24,Hendra,"Telur 1kg",Groceries,1,251617,251617,10,48106,274561,E-Wallet,Tangerang,4.4,Selesai,"Mobile App"
469,2025-10-10,Nando,"Parfum Dior",Kecantikan,4,296504,1186020,20,20091,968904,Debit,Tangerang,4.5,Pending,"Mobile App"
470,2025-10-23,Yusuf,"Lotion Vaseline",Kecantikan,5,248997,1244980,15,46336,1104570,"Kartu Kredit",Bali,4.3,Selesai,Marketplace
471,2025-10-30,Dewi,"Sweater Rajut",Fashion,4,65485,261940,0,37028,298968,COD,Bekasi,4.5,Selesai,"Mobile App"
472,2025-10-09,Siti,"Kipas Angin Miyako",Elektronik,2,6042410,12084800,10,42563,10918900,COD,Jakarta,3.7,Dikirim,Website
473,2025-10-05,Bella,"Topi Baseball",Fashion,3,267829,803487,20,11223,654013,E-Wallet,Bekasi,3.6,Selesai,Website
474,2025-10-17,Bella,"Sweater Rajut",Fashion,3,265127,795381,20,16267,652572,COD,Tangerang,3.6,Dikirim,"Mobile App"
475,2025-10-31,Anita,"Air Mineral 6L",Groceries,5,192799,963995,10,12176,879772,Debit,Bandung,3.5,Dikirim,Marketplace
476,2025-10-30,Lina,"Tas Kulit",Fashion,2,206825,413650,10,35906,408191,Debit,Bandung,4.9,Selesai,Website
477,2025-10-30,Nina,"Minyak Goreng 2L",Groceries,5,87707,438535,0,12339,450874,E-Wallet,Surabaya,3.7,Selesai,"Mobile App"
478,2025-10-16,Miko,"Headset Sony",Elektronik,5,13331600,66658100,10,26452,60018700,COD,Bali,3.9,Selesai,"Mobile App"
479,2025-10-28,Nadia,"Parfum Dior",Kecantikan,5,261151,1305760,20,32366,1076970,E-Wallet,Bali,4.2,Pending,Website
480,2025-10-13,Rahmat,"Jam Tangan Casio",Fashion,5,93557,467785,10,38988,459994,E-Wallet,Depok,3.7,Selesai,Website
481,2025-10-11,Desi,"Topi Baseball",Fashion,4,138834,555336,5,22933,550502,COD,Bekasi,4.2,Dikirim,"Mobile App"
482,2025-10-28,Dina,"Parfum Dior",Kecantikan,3,202781,608343,0,43696,652039,E-Wallet,Depok,4.1,Selesai,"Mobile App"
483,2025-10-29,Sari,"Headset Sony",Elektronik,2,1248880,2497770,5,45634,2418510,"Kartu Kredit",Bali,4.7,Selesai,"Mobile App"
484,2025-10-30,Hendra,"iPhone 15",Elektronik,4,13147100,52588600,10,22888,47352600,COD,Depok,4.7,Pending,"Mobile App"
485,2025-10-15,Anita,"Sweater Rajut",Fashion,5,154193,770965,10,35652,729520,Debit,Depok,4.3,Selesai,"Mobile App"
486,2025-10-06,Rina,"Masker Naturgo",Kecantikan,2,47415,94830,0,11175,106005,E-Wallet,Bandung,4.1,Dikirim,Marketplace
487,2025-10-03,Dina,"Topi Baseball",Fashion,3,86962,260886,20,14205,222914,COD,Bandung,3.5,Selesai,"Mobile App"
488,2025-10-31,Edo,"Printer Canon",Elektronik,1,7552090,7552090,5,38488,7212970,E-Wallet,Medan,3.8,Selesai,Website
489,2025-10-23,Agus,"Serum Wajah",Kecantikan,5,103079,515395,5,20965,510590,"Kartu Kredit",Bekasi,4.4,Selesai,"Mobile App"
490,2025-10-25,Sari,"iPhone 15",Elektronik,2,8084990,16170000,10,33063,14586100,"Kartu Kredit",Depok,4.4,Dikirim,"Mobile App"
491,2025-10-24,Lina,"Hair Dryer Philips",Kecantikan,1,156710,156710,0,39359,196069,COD,Depok,4.6,Selesai,Website
492,2025-10-19,Gina,"Kaos Polos",Fashion,4,35210,140840,5,35162,168960,Debit,Jakarta,4.9,Selesai,"Mobile App"
493,2025-10-09,Yusuf,"Topi Baseball",Fashion,5,189915,949575,0,38820,988395,COD,Bekasi,4.8,Pending,"Mobile App"
494,2025-10-18,Dewi,"Kamera Canon EOS",Elektronik,5,2367300,11836500,0,26616,11863100,E-Wallet,Jakarta,4.3,Selesai,Website
495,2025-10-24,Andi,"Minyak Goreng 2L",Groceries,1,297008,297008,0,18398,315406,E-Wallet,Medan,4.9,Selesai,"Mobile App"
496,2025-10-22,Rizky,"Bedak Maybelline",Kecantikan,1,190764,190764,5,43776,225002,COD,Tangerang,3.9,Dikirim,Website
497,2025-10-01,Andi,"iPhone 15",Elektronik,2,9361950,18723900,0,10337,18734200,"Kartu Kredit",Bandung,4.1,Dikirim,"Mobile App"
498,2025-10-06,Fani,"Parfum Dior",Kecantikan,4,237499,949996,20,33039,793036,Debit,Tangerang,4.4,Dikirim,"Mobile App"
499,2025-10-12,Tono,"Sweater Rajut",Fashion,1,23435,23435,0,47755,71190,Debit,Depok,3.6,Selesai,"Mobile App"
500,2025-10-29,Rahmat,"Eyeliner Revlon",Kecantikan,5,105776,528880,0,13732,542612,COD,Surabaya,3.8,Selesai,Marketplace
501,2025-10-03,Hendra,"Sweater Rajut",Fashion,1,274892,274892,0,46062,320954,COD,Bali,4,Dikirim,Website
502,2025-10-21,Fajar,"Shampo Pantene",Kecantikan,1,163484,163484,0,23378,186862,E-Wallet,Bali,3.6,Selesai,Website
503,2025-10-07,Tono,"Lipstik Wardah",Kecantikan,1,176700,176700,0,43313,220013,COD,Jakarta,4.3,Selesai,Marketplace
504,2025-10-23,Asep,"Telur 1kg",Groceries,3,144377,433131,0,22200,455331,Debit,Surabaya,5,Selesai,Marketplace
505,2025-10-30,Fani,"Eyeliner Revlon",Kecantikan,4,264441,1057760,0,42985,1100750,Debit,Bali,4.8,Dikirim,"Mobile App"
506,2025-10-03,Mega,"Telur 1kg",Groceries,2,205319,410638,0,38595,449233,"Kartu Kredit",Surabaya,4.3,Selesai,Marketplace
507,2025-10-13,Yusuf,"Telur 1kg",Groceries,2,256457,512914,0,46720,559634,"Kartu Kredit",Jakarta,4.9,Selesai,"Mobile App"
508,2025-10-27,Putra,"Headset Sony",Elektronik,3,7424640,22273900,15,26970,18959800,Debit,Bali,4.1,Selesai,Marketplace
509,2025-10-19,Arif,"Parfum Dior",Kecantikan,4,128629,514516,10,22422,485486,E-Wallet,Bekasi,4.4,Selesai,Marketplace
510,2025-10-08,Yusuf,"Sweater Rajut",Fashion,5,176275,881375,15,22761,771930,E-Wallet,Medan,4.3,Dikirim,Website
511,2025-10-13,Rifki,"Kamera Canon EOS",Elektronik,2,6621500,13243000,0,10766,13253800,E-Wallet,Depok,3.5,Selesai,"Mobile App"
512,2025-10-01,Sari,"Topi Baseball",Fashion,3,281710,845130,0,34854,879984,Debit,Depok,4.1,Dikirim,"Mobile App"
513,2025-10-31,Tono,"Printer Canon",Elektronik,3,7892750,23678300,25,17168,17775900,Debit,Bali,4.6,Dikirim,Marketplace
514,2025-10-26,Gina,"Minyak Goreng 2L",Groceries,5,239067,1195340,25,25209,921710,Debit,Tangerang,3.5,Dikirim,Marketplace
515,2025-10-26,Rian,"Beras 5kg",Groceries,1,128008,128008,20,46570,148976,"Kartu Kredit",Medan,4.1,Selesai,Website
516,2025-10-17,Agus,"Masker Naturgo",Kecantikan,3,148554,445662,5,47072,470451,"Kartu Kredit",Bekasi,4.7,Selesai,"Mobile App"
517,2025-10-14,Fauzan,"Telur 1kg",Groceries,4,268945,1075780,0,41937,1117720,E-Wallet,Surabaya,3.9,Selesai,"Mobile App"
518,2025-10-20,Fauzan,"Speaker JBL",Elektronik,2,4205070,8410140,0,41875,8452020,E-Wallet,Jakarta,3.7,Selesai,Marketplace
519,2025-10-06,Citra,"Laptop Asus",Elektronik,1,10376900,10376900,10,22014,9361200,E-Wallet,Depok,4.7,Dikirim,"Mobile App"
520,2025-10-17,Bella,"Topi Baseball",Fashion,3,269778,809334,5,39347,808214,E-Wallet,Bali,4.3,Dikirim,Marketplace
521,2025-10-18,Rizky,"Parfum Dior",Kecantikan,3,149335,448005,10,46715,449920,E-Wallet,Bali,3.9,Selesai,Website
522,2025-10-06,Edo,"Headset Sony",Elektronik,1,5879020,5879020,0,47074,5926090,Debit,Surabaya,4,Dikirim,Website
523,2025-10-09,Lina,"Bedak Maybelline",Kecantikan,3,240821,722463,20,42267,620237,"Kartu Kredit",Bandung,4.3,Selesai,Website
524,2025-10-29,Agus,"iPhone 15",Elektronik,1,10999000,10999000,0,37907,11036900,E-Wallet,Bali,5,Selesai,Website
525,2025-10-17,Dewi,"Pasta Gigi",Groceries,4,168286,673144,0,34701,707845,COD,Jakarta,3.9,Selesai,Website
526,2025-10-11,Bayu,"Laptop Asus",Elektronik,4,13571100,54284200,10,30030,48885800,Debit,Jakarta,3.5,Dikirim,Website
527,2025-10-22,Budi,"Pasta Gigi",Groceries,5,197912,989560,5,11322,951404,E-Wallet,Tangerang,4,Dikirim,Marketplace
528,2025-10-27,Eka,"Air Mineral 6L",Groceries,3,250319,750957,0,28550,779507,COD,Bekasi,3.6,Selesai,"Mobile App"
529,2025-10-15,Farah,"Kemeja Putih",Fashion,5,164899,824495,0,48931,873426,Debit,Tangerang,4.9,Selesai,Marketplace
530,2025-10-22,Lina,"Serum Wajah",Kecantikan,5,174358,871790,0,43842,915632,Debit,Medan,4.9,Selesai,"Mobile App"
531,2025-10-01,Citra,"Shampo Pantene",Kecantikan,2,197094,394188,0,43534,437722,"Kartu Kredit",Tangerang,4.4,Pending,"Mobile App"
532,2025-10-10,Rizky,"Sabun Cuci",Groceries,3,37150,111450,5,44530,150408,"Kartu Kredit",Bali,4.3,Dikirim,Marketplace
533,2025-10-16,Fajar,"Pasta Gigi",Groceries,4,72127,288508,5,38112,312195,Debit,Jakarta,3.6,Selesai,"Mobile App"
534,2025-10-18,Desi,"Laptop Asus",Elektronik,4,6011950,24047800,0,26743,24074500,E-Wallet,Bekasi,4.9,Selesai,"Mobile App"
535,2025-10-20,Nina,"Pasta Gigi",Groceries,1,28360,28360,5,43106,70048,E-Wallet,Bekasi,4.3,Selesai,Website
536,2025-10-09,Nadia,"Sabun Muka Garnier",Kecantikan,1,122018,122018,5,23376,139293,E-Wallet,Bekasi,4.3,Selesai,"Mobile App"
537,2025-10-18,Fani,"Smartwatch Xiaomi",Elektronik,5,8793630,43968100,5,39238,41809000,E-Wallet,Surabaya,4.4,Selesai,"Mobile App"
538,2025-10-05,Rifki,"Kemeja Putih",Fashion,1,51419,51419,5,41315,90163,E-Wallet,Medan,4.3,Dibatalkan,"Mobile App"
539,2025-10-20,Putra,"Kamera Canon EOS",Elektronik,4,4415080,17660300,10,23734,15918000,COD,Tangerang,4.5,Selesai,Website
540,2025-10-25,Wulan,"Blender Philips",Elektronik,5,11325700,56628500,10,17824,50983500,Debit,Medan,4.3,Dikirim,"Mobile App"
541,2025-10-03,Rizky,"Telur 1kg",Groceries,2,21242,42484,0,19259,61743,E-Wallet,Jakarta,4.9,Selesai,Marketplace
542,2025-10-05,Agus,"Blender Philips",Elektronik,5,2667530,13337700,25,20309,10023600,Debit,Depok,3.9,Selesai,"Mobile App"
543,2025-10-11,Vina,"Pasta Gigi",Groceries,1,111212,111212,5,37201,142852,Debit,Depok,4.5,Selesai,Website
544,2025-10-08,Tia,"Beras 5kg",Groceries,2,61865,123730,0,13632,137362,E-Wallet,Bandung,4.2,Dikirim,"Mobile App"
545,2025-10-15,Arif,"Sendal Adidas",Fashion,4,38979,155916,0,17997,173913,COD,Bali,3.6,Dibatalkan,Website
546,2025-10-24,Maya,"Eyeliner Revlon",Kecantikan,4,119299,477196,5,14280,467616,"Kartu Kredit",Depok,4.3,Selesai,Marketplace
547,2025-10-05,Fajar,"Bedak Maybelline",Kecantikan,3,263921,791763,0,36042,827805,COD,Bandung,4.7,Dikirim,"Mobile App"
548,2025-10-09,Tia,"Susu UHT 1L",Groceries,1,209276,209276,0,38770,248046,E-Wallet,Medan,4.3,Selesai,"Mobile App"
549,2025-10-01,Eka,"Hair Dryer Philips",Kecantikan,1,19312,19312,10,36245,53625.8,Debit,Jakarta,4.7,Selesai,"Mobile App"
550,2025-10-25,Ahmad,"Laptop Asus",Elektronik,5,9044710,45223500,0,27907,45251500,E-Wallet,Tangerang,4.8,Selesai,Marketplace
551,2025-10-21,Eka,"Shampo Pantene",Kecantikan,3,121477,364431,20,37215,328760,Debit,Bandung,4.7,Selesai,"Mobile App"
552,2025-10-11,Lusi,"Smartwatch Xiaomi",Elektronik,2,12392000,24784000,5,15765,23560600,"Kartu Kredit",Bali,4.5,Dikirim,Website
553,2025-10-05,Arif,"Kaos Polos",Fashion,2,262895,525790,5,35061,534562,E-Wallet,Bandung,4.4,Selesai,Website
554,2025-10-14,Rahmat,"Topi Baseball",Fashion,1,21560,21560,10,30408,49812,E-Wallet,Bekasi,4.9,Dikirim,Marketplace
555,2025-10-14,Edo,"Sweater Rajut",Fashion,5,71203,356015,20,47376,332188,COD,Jakarta,4.3,Selesai,"Mobile App"
556,2025-10-16,Vina,"Blender Philips",Elektronik,2,2714820,5429650,10,10489,4897170,E-Wallet,Tangerang,4.5,Selesai,Website
557,2025-10-06,Yusuf,"Serum Wajah",Kecantikan,4,178484,713936,5,49011,727250,"Kartu Kredit",Depok,4.3,Selesai,Marketplace
558,2025-10-19,Budi,"Telur 1kg",Groceries,3,104767,314301,5,48094,346680,E-Wallet,Depok,3.6,Selesai,"Mobile App"
559,2025-10-03,Dewi,"Celana Jeans",Fashion,1,286188,286188,10,43394,300963,Debit,Medan,5,Selesai,Marketplace
560,2025-10-13,Lina,"Kemeja Putih",Fashion,5,52267,261335,15,19572,241707,COD,Surabaya,4.2,Selesai,"Mobile App"
561,2025-10-20,Rifki,"Beras 5kg",Groceries,2,86699,173398,0,42553,215951,"Kartu Kredit",Bandung,4.9,Selesai,Website
562,2025-10-03,Rahmat,"Celana Jeans",Fashion,1,202957,202957,0,40350,243307,E-Wallet,Surabaya,4.3,Selesai,Marketplace
563,2025-10-11,Eka,"Kipas Angin Miyako",Elektronik,2,674657,1349310,0,42220,1391530,"Kartu Kredit",Medan,4.2,Dibatalkan,"Mobile App"
564,2025-10-06,Rahmat,"Sabun Cuci",Groceries,4,58215,232860,15,18827,216758,"Kartu Kredit",Surabaya,4.3,Dikirim,Website
565,2025-10-15,Maya,"Kaos Polos",Fashion,1,10275,10275,5,45274,55035.2,"Kartu Kredit",Depok,4.7,Selesai,Marketplace
